"stock_id";"warehouse_id";"gift_id";"quantity"
"3767";"38";"67";"50"
"3768";"38";"68";"26"
"3769";"38";"69";"44"
"3770";"38";"70";"45"
"3771";"38";"71";"48"
"3772";"38";"72";"52"
"3773";"38";"73";"67"
"3774";"38";"74";"91"
"3775";"38";"75";"22"
"3776";"38";"76";"88"
"3777";"38";"77";"21"
"3778";"38";"78";"85"
"3779";"38";"79";"24"
"3780";"38";"80";"78"
"3781";"38";"81";"54"
"3782";"38";"82";"14"
"3783";"38";"83";"63"
"3784";"38";"84";"42"
"3785";"38";"85";"75"
"3786";"38";"86";"29"
"3787";"38";"87";"66"
"3788";"38";"88";"14"
"3789";"38";"89";"21"
"3790";"38";"90";"41"
"3791";"38";"91";"30"
"3792";"38";"92";"58"
"3793";"38";"93";"35"
"3794";"38";"94";"25"
"3795";"38";"95";"25"
"3796";"38";"96";"64"
"3797";"38";"97";"27"
"3798";"38";"98";"32"
"3799";"38";"99";"99"
"3800";"38";"100";"21"
"3801";"39";"1";"37"
"3802";"39";"2";"45"
"3803";"39";"3";"4"
"3804";"39";"4";"68"
"3805";"39";"5";"19"
"3806";"39";"6";"11"
"3807";"39";"7";"84"
"3808";"39";"8";"79"
"3809";"39";"9";"91"
"3810";"39";"10";"83"
"3811";"39";"11";"82"
"3812";"39";"12";"59"
"3813";"39";"13";"82"
"3814";"39";"14";"92"
"3815";"39";"15";"46"
"3816";"39";"16";"35"
"3817";"39";"17";"34"
"3818";"39";"18";"76"
"3819";"39";"19";"83"
"3820";"39";"20";"93"
"3821";"39";"21";"13"
"3822";"39";"22";"78"
"3823";"39";"23";"30"
"3824";"39";"24";"89"
"3825";"39";"25";"54"
"3826";"39";"26";"41"
"3827";"39";"27";"94"
"3828";"39";"28";"72"
"3829";"39";"29";"68"
"3830";"39";"30";"63"
"3831";"39";"31";"26"
"3832";"39";"32";"85"
"3833";"39";"33";"57"
"3834";"39";"34";"62"
"3835";"39";"35";"10"
"3836";"39";"36";"82"
"3837";"39";"37";"15"
"3838";"39";"38";"77"
"3839";"39";"39";"62"
"3840";"39";"40";"33"
"3841";"39";"41";"68"
"3842";"39";"42";"87"
"3843";"39";"43";"60"
"3844";"39";"44";"81"
"3845";"39";"45";"10"
"3846";"39";"46";"15"
"3847";"39";"47";"10"
"3848";"39";"48";"34"
"3849";"39";"49";"36"
"3850";"39";"50";"94"
"3851";"39";"51";"71"
"3852";"39";"52";"64"
"3853";"39";"53";"12"
"3854";"39";"54";"93"
"3855";"39";"55";"93"
"3856";"39";"56";"28"
"3857";"39";"57";"10"
"3858";"39";"58";"37"
"3859";"39";"59";"54"
"3860";"39";"60";"68"
"3861";"39";"61";"91"
"3862";"39";"62";"77"
"3863";"39";"63";"44"
"3864";"39";"64";"79"
"3865";"39";"65";"18"
"3866";"39";"66";"37"
"3867";"39";"67";"40"
"3868";"39";"68";"51"
"3869";"39";"69";"21"
"3870";"39";"70";"64"
"3871";"39";"71";"86"
"3872";"39";"72";"59"
"3873";"39";"73";"28"
"3874";"39";"74";"37"
"3875";"39";"75";"38"
"3876";"39";"76";"88"
"3877";"39";"77";"96"
"3878";"39";"78";"57"
"3879";"39";"79";"51"
"3880";"39";"80";"14"
"3881";"39";"81";"42"
"3882";"39";"82";"41"
"3883";"39";"83";"71"
"3884";"39";"84";"23"
"3885";"39";"85";"99"
"3886";"39";"86";"85"
"3887";"39";"87";"96"
"3888";"39";"88";"15"
"3889";"39";"89";"52"
"3890";"39";"90";"42"
"3891";"39";"91";"75"
"3892";"39";"92";"97"
"3893";"39";"93";"28"
"3894";"39";"94";"93"
"3895";"39";"95";"36"
"3896";"39";"96";"48"
"3897";"39";"97";"46"
"3898";"39";"98";"78"
"3899";"39";"99";"74"
"3900";"39";"100";"11"
"3901";"40";"1";"11"
"3902";"40";"2";"91"
"3903";"40";"3";"3"
"3904";"40";"4";"74"
"3905";"40";"5";"26"
"3906";"40";"6";"47"
"3907";"40";"7";"46"
"3908";"40";"8";"64"
"3909";"40";"9";"78"
"3910";"40";"10";"91"
"3911";"40";"11";"29"
"3912";"40";"12";"55"
"3913";"40";"13";"63"
"3914";"40";"14";"46"
"3915";"40";"15";"52"
"3916";"40";"16";"98"
"3917";"40";"17";"30"
"3918";"40";"18";"69"
"3919";"40";"19";"34"
"3920";"40";"20";"95"
"3921";"40";"21";"83"
"3922";"40";"22";"28"
"3923";"40";"23";"47"
"3924";"40";"24";"25"
"3925";"40";"25";"73"
"3926";"40";"26";"88"
"3927";"40";"27";"22"
"3928";"40";"28";"35"
"3929";"40";"29";"33"
"3930";"40";"30";"41"
"3931";"40";"31";"32"
"3932";"40";"32";"30"
"3933";"40";"33";"32"
"3934";"40";"34";"76"
"3935";"40";"35";"27"
"3936";"40";"36";"74"
"3937";"40";"37";"48"
"3938";"40";"38";"53"
"3939";"40";"39";"77"
"3940";"40";"40";"62"
"3941";"40";"41";"89"
"3942";"40";"42";"47"
"3943";"40";"43";"41"
"3944";"40";"44";"18"
"3945";"40";"45";"21"
"3946";"40";"46";"64"
"3947";"40";"47";"57"
"3948";"40";"48";"53"
"3949";"40";"49";"53"
"3950";"40";"50";"65"
"3951";"40";"51";"23"
"3952";"40";"52";"17"
"3953";"40";"53";"64"
"3954";"40";"54";"74"
"3955";"40";"55";"67"
"3956";"40";"56";"45"
"3957";"40";"57";"71"
"3958";"40";"58";"90"
"3959";"40";"59";"36"
"3960";"40";"60";"37"
"3961";"40";"61";"36"
"3962";"40";"62";"27"
"3963";"40";"63";"29"
"3964";"40";"64";"94"
"3965";"40";"65";"57"
"3966";"40";"66";"27"
"3967";"40";"67";"90"
"3968";"40";"68";"86"
"3969";"40";"69";"44"
"3970";"40";"70";"86"
"3971";"40";"71";"61"
"3972";"40";"72";"52"
"3973";"40";"73";"30"
"3974";"40";"74";"48"
"3975";"40";"75";"89"
"3976";"40";"76";"81"
"3977";"40";"77";"36"
"3978";"40";"78";"48"
"3979";"40";"79";"54"
"3980";"40";"80";"43"
"3981";"40";"81";"29"
"3982";"40";"82";"97"
"3983";"40";"83";"81"
"3984";"40";"84";"99"
"3985";"40";"85";"56"
"3986";"40";"86";"23"
"3987";"40";"87";"40"
"3988";"40";"88";"52"
"3989";"40";"89";"93"
"3990";"40";"90";"68"
"3991";"40";"91";"38"
"3992";"40";"92";"16"
"3993";"40";"93";"61"
"3994";"40";"94";"26"
"3995";"40";"95";"41"
"3996";"40";"96";"93"
"3997";"40";"97";"62"
"3998";"40";"98";"92"
"3999";"40";"99";"77"
"4000";"40";"100";"30"
"4001";"41";"1";"52"
"4002";"41";"2";"95"
"4003";"41";"3";"3"
"4004";"41";"4";"20"
"4005";"41";"5";"31"
"4006";"41";"6";"99"
"4007";"41";"7";"0"
"4008";"41";"8";"51"
"4009";"41";"9";"93"
"4010";"41";"10";"27"
"4011";"41";"11";"85"
"4012";"41";"12";"56"
"4013";"41";"13";"51"
"4014";"41";"14";"96"
"4015";"41";"15";"57"
"4016";"41";"16";"13"
"4017";"41";"17";"56"
"4018";"41";"18";"64"
"4019";"41";"19";"24"
"4020";"41";"20";"61"
"4021";"41";"21";"45"
"4022";"41";"22";"95"
"4023";"41";"23";"90"
"4024";"41";"24";"99"
"4025";"41";"25";"71"
"4026";"41";"26";"19"
"4027";"41";"27";"20"
"4028";"41";"28";"34"
"4029";"41";"29";"30"
"4030";"41";"30";"64"
"4031";"41";"31";"93"
"4032";"41";"32";"36"
"4033";"41";"33";"53"
"4034";"41";"34";"89"
"4035";"41";"35";"40"
"4036";"41";"36";"91"
"4037";"41";"37";"12"
"4038";"41";"38";"15"
"4039";"41";"39";"56"
"4040";"41";"40";"54"
"4041";"41";"41";"10"
"4042";"41";"42";"90"
"4043";"41";"43";"51"
"4044";"41";"44";"28"
"4045";"41";"45";"33"
"4046";"41";"46";"23"
"4047";"41";"47";"89"
"4048";"41";"48";"46"
"4049";"41";"49";"17"
"4050";"41";"50";"92"
"4051";"41";"51";"13"
"4052";"41";"52";"21"
"4053";"41";"53";"84"
"4054";"41";"54";"54"
"4055";"41";"55";"46"
"4056";"41";"56";"22"
"4057";"41";"57";"11"
"4058";"41";"58";"60"
"4059";"41";"59";"16"
"4060";"41";"60";"80"
"4061";"41";"61";"32"
"4062";"41";"62";"17"
"4063";"41";"63";"73"
"4064";"41";"64";"33"
"4065";"41";"65";"68"
"4066";"41";"66";"46"
"4067";"41";"67";"34"
"4068";"41";"68";"62"
"4069";"41";"69";"64"
"4070";"41";"70";"25"
"4071";"41";"71";"72"
"4072";"41";"72";"31"
"4073";"41";"73";"48"
"4074";"41";"74";"37"
"4075";"41";"75";"80"
"4076";"41";"76";"52"
"4077";"41";"77";"71"
"4078";"41";"78";"15"
"4079";"41";"79";"87"
"4080";"41";"80";"15"
"4081";"41";"81";"99"
"4082";"41";"82";"47"
"4083";"41";"83";"88"
"4084";"41";"84";"65"
"4085";"41";"85";"19"
"4086";"41";"86";"56"
"4087";"41";"87";"50"
"4088";"41";"88";"86"
"4089";"41";"89";"73"
"4090";"41";"90";"86"
"4091";"41";"91";"34"
"4092";"41";"92";"23"
"4093";"41";"93";"73"
"4094";"41";"94";"94"
"4095";"41";"95";"55"
"4096";"41";"96";"41"
"4097";"41";"97";"39"
"4098";"41";"98";"94"
"4099";"41";"99";"58"
"4100";"41";"100";"28"
"4101";"42";"1";"53"
"4102";"42";"2";"18"
"4103";"42";"3";"3"
"4104";"42";"4";"48"
"4105";"42";"5";"63"
"4106";"42";"6";"93"
"4107";"42";"7";"93"
"4108";"42";"8";"62"
"4109";"42";"9";"32"
"4110";"42";"10";"79"
"4111";"42";"11";"23"
"4112";"42";"12";"91"
"4113";"42";"13";"12"
"4114";"42";"14";"66"
"4115";"42";"15";"94"
"4116";"42";"16";"59"
"4117";"42";"17";"69"
"4118";"42";"18";"53"
"4119";"42";"19";"88"
"4120";"42";"20";"42"
"4121";"42";"21";"32"
"4122";"42";"22";"84"
"4123";"42";"23";"69"
"4124";"42";"24";"38"
"4125";"42";"25";"84"
"4126";"42";"26";"28"
"4127";"42";"27";"29"
"4128";"42";"28";"55"
"4129";"42";"29";"38"
"4130";"42";"30";"19"
"4131";"42";"31";"70"
"4132";"42";"32";"77"
"4133";"42";"33";"47"
"4134";"42";"34";"64"
"4135";"42";"35";"61"
"4136";"42";"36";"23"
"4137";"42";"37";"89"
"4138";"42";"38";"76"
"4139";"42";"39";"35"
"4140";"42";"40";"10"
"4141";"42";"41";"66"
"4142";"42";"42";"18"
"4143";"42";"43";"87"
"4144";"42";"44";"98"
"4145";"42";"45";"87"
"4146";"42";"46";"20"
"4147";"42";"47";"59"
"4148";"42";"48";"89"
"4149";"42";"49";"11"
"4150";"42";"50";"63"
"4151";"42";"51";"59"
"4152";"42";"52";"92"
"4153";"42";"53";"74"
"4154";"42";"54";"11"
"4155";"42";"55";"27"
"4156";"42";"56";"30"
"4157";"42";"57";"58"
"4158";"42";"58";"99"
"4159";"42";"59";"13"
"4160";"42";"60";"49"
"4161";"42";"61";"19"
"4162";"42";"62";"79"
"4163";"42";"63";"49"
"4164";"42";"64";"91"
"4165";"42";"65";"62"
"4166";"42";"66";"43"
"4167";"42";"67";"32"
"4168";"42";"68";"27"
"4169";"42";"69";"27"
"4170";"42";"70";"37"
"4171";"42";"71";"56"
"4172";"42";"72";"15"
"4173";"42";"73";"77"
"4174";"42";"74";"62"
"4175";"42";"75";"89"
"4176";"42";"76";"48"
"4177";"42";"77";"81"
"4178";"42";"78";"18"
"4179";"42";"79";"62"
"4180";"42";"80";"71"
"4181";"42";"81";"71"
"4182";"42";"82";"98"
"4183";"42";"83";"36"
"4184";"42";"84";"39"
"4185";"42";"85";"42"
"4186";"42";"86";"53"
"4187";"42";"87";"58"
"4188";"42";"88";"84"
"4189";"42";"89";"94"
"4190";"42";"90";"95"
"4191";"42";"91";"71"
"4192";"42";"92";"43"
"4193";"42";"93";"22"
"4194";"42";"94";"17"
"4195";"42";"95";"64"
"4196";"42";"96";"34"
"4197";"42";"97";"79"
"4198";"42";"98";"41"
"4199";"42";"99";"74"
"4200";"42";"100";"76"
"4201";"43";"1";"67"
"4202";"43";"2";"80"
"4203";"43";"3";"2"
"4204";"43";"4";"59"
"4205";"43";"5";"82"
"4206";"43";"6";"69"
"4207";"43";"7";"65"
"4208";"43";"8";"54"
"4209";"43";"9";"16"
"4210";"43";"10";"21"
"4211";"43";"11";"71"
"4212";"43";"12";"48"
"4213";"43";"13";"66"
"4214";"43";"14";"67"
"4215";"43";"15";"29"
"4216";"43";"16";"94"
"4217";"43";"17";"63"
"4218";"43";"18";"43"
"4219";"43";"19";"76"
"4220";"43";"20";"38"
"4221";"43";"21";"32"
"4222";"43";"22";"70"
"4223";"43";"23";"75"
"4224";"43";"24";"65"
"4225";"43";"25";"100"
"4226";"43";"26";"39"
"4227";"43";"27";"32"
"4228";"43";"28";"98"
"4229";"43";"29";"89"
"4230";"43";"30";"17"
"4231";"43";"31";"14"
"4232";"43";"32";"73"
"4233";"43";"33";"31"
"4234";"43";"34";"22"
"4235";"43";"35";"41"
"4236";"43";"36";"72"
"4237";"43";"37";"93"
"4238";"43";"38";"74"
"4239";"43";"39";"71"
"4240";"43";"40";"70"
"4241";"43";"41";"49"
"4242";"43";"42";"76"
"4243";"43";"43";"70"
"4244";"43";"44";"76"
"4245";"43";"45";"95"
"4246";"43";"46";"65"
"4247";"43";"47";"91"
"4248";"43";"48";"23"
"4249";"43";"49";"74"
"4250";"43";"50";"58"
"4251";"43";"51";"55"
"4252";"43";"52";"40"
"4253";"43";"53";"90"
"4254";"43";"54";"21"
"4255";"43";"55";"15"
"4256";"43";"56";"44"
"4257";"43";"57";"33"
"4258";"43";"58";"82"
"4259";"43";"59";"59"
"4260";"43";"60";"78"
"4261";"43";"61";"95"
"4262";"43";"62";"32"
"4263";"43";"63";"51"
"4264";"43";"64";"21"
"4265";"43";"65";"57"
"4266";"43";"66";"18"
"4267";"43";"67";"25"
"4268";"43";"68";"69"
"4269";"43";"69";"55"
"4270";"43";"70";"55"
"4271";"43";"71";"65"
"4272";"43";"72";"98"
"4273";"43";"73";"39"
"4274";"43";"74";"62"
"4275";"43";"75";"26"
"4276";"43";"76";"33"
"4277";"43";"77";"28"
"4278";"43";"78";"61"
"4279";"43";"79";"27"
"4280";"43";"80";"12"
"4281";"43";"81";"19"
"4282";"43";"82";"20"
"4283";"43";"83";"27"
"4284";"43";"84";"76"
"4285";"43";"85";"24"
"4286";"43";"86";"67"
"4287";"43";"87";"45"
"4288";"43";"88";"42"
"4289";"43";"89";"17"
"4290";"43";"90";"92"
"4291";"43";"91";"26"
"4292";"43";"92";"31"
"4293";"43";"93";"50"
"4294";"43";"94";"62"
"4295";"43";"95";"41"
"4296";"43";"96";"83"
"4297";"43";"97";"69"
"4298";"43";"98";"75"
"4299";"43";"99";"100"
"4300";"43";"100";"79"
"4301";"44";"1";"98"
"4302";"44";"2";"40"
"4303";"44";"3";"0"
"4304";"44";"4";"87"
"4305";"44";"5";"46"
"4306";"44";"6";"25"
"4307";"44";"7";"0"
"4308";"44";"8";"87"
"4309";"44";"9";"75"
"4310";"44";"10";"38"
"4311";"44";"11";"27"
"4312";"44";"12";"56"
"4313";"44";"13";"69"
"4314";"44";"14";"92"
"4315";"44";"15";"35"
"4316";"44";"16";"100"
"4317";"44";"17";"51"
"4318";"44";"18";"37"
"4319";"44";"19";"64"
"4320";"44";"20";"91"
"4321";"44";"21";"99"
"4322";"44";"22";"58"
"4323";"44";"23";"49"
"4324";"44";"24";"45"
"4325";"44";"25";"15"
"4326";"44";"26";"99"
"4327";"44";"27";"97"
"4328";"44";"28";"28"
"4329";"44";"29";"33"
"4330";"44";"30";"26"
"4331";"44";"31";"28"
"4332";"44";"32";"83"
"4333";"44";"33";"14"
"4334";"44";"34";"58"
"4335";"44";"35";"73"
"4336";"44";"36";"80"
"4337";"44";"37";"57"
"4338";"44";"38";"32"
"4339";"44";"39";"22"
"4340";"44";"40";"91"
"4341";"44";"41";"14"
"4342";"44";"42";"73"
"4343";"44";"43";"69"
"4344";"44";"44";"50"
"4345";"44";"45";"64"
"4346";"44";"46";"11"
"4347";"44";"47";"96"
"4348";"44";"48";"28"
"4349";"44";"49";"88"
"4350";"44";"50";"79"
"4351";"44";"51";"10"
"4352";"44";"52";"95"
"4353";"44";"53";"63"
"4354";"44";"54";"31"
"4355";"44";"55";"53"
"4356";"44";"56";"73"
"4357";"44";"57";"85"
"4358";"44";"58";"59"
"4359";"44";"59";"86"
"4360";"44";"60";"74"
"4361";"44";"61";"77"
"4362";"44";"62";"86"
"4363";"44";"63";"23"
"4364";"44";"64";"83"
"4365";"44";"65";"18"
"4366";"44";"66";"22"
"4367";"44";"67";"83"
"4368";"44";"68";"77"
"4369";"44";"69";"31"
"4370";"44";"70";"86"
"4371";"44";"71";"38"
"4372";"44";"72";"51"
"4373";"44";"73";"42"
"4374";"44";"74";"80"
"4375";"44";"75";"77"
"4376";"44";"76";"33"
"4377";"44";"77";"70"
"4378";"44";"78";"46"
"4379";"44";"79";"76"
"4380";"44";"80";"25"
"4381";"44";"81";"91"
"4382";"44";"82";"25"
"4383";"44";"83";"92"
"4384";"44";"84";"56"
"4385";"44";"85";"91"
"4386";"44";"86";"45"
"4387";"44";"87";"89"
"4388";"44";"88";"22"
"4389";"44";"89";"89"
"4390";"44";"90";"39"
"4391";"44";"91";"78"
"4392";"44";"92";"52"
"4393";"44";"93";"63"
"4394";"44";"94";"80"
"4395";"44";"95";"76"
"4396";"44";"96";"44"
"4397";"44";"97";"62"
"4398";"44";"98";"56"
"4399";"44";"99";"71"
"4400";"44";"100";"81"
"4401";"45";"1";"56"
"4402";"45";"2";"95"
"4403";"45";"3";"4"
"4404";"45";"4";"87"
"4405";"45";"5";"22"
"4406";"45";"6";"93"
"4407";"45";"7";"27"
"4408";"45";"8";"35"
"4409";"45";"9";"29"
"4410";"45";"10";"71"
"4411";"45";"11";"36"
"4412";"45";"12";"69"
"4413";"45";"13";"73"
"4414";"45";"14";"11"
"4415";"45";"15";"61"
"4416";"45";"16";"53"
"4417";"45";"17";"62"
"4418";"45";"18";"23"
"4419";"45";"19";"42"
"4420";"45";"20";"79"
"4421";"45";"21";"88"
"4422";"45";"22";"23"
"4423";"45";"23";"34"
"4424";"45";"24";"81"
"4425";"45";"25";"82"
"4426";"45";"26";"76"
"4427";"45";"27";"50"
"4428";"45";"28";"97"
"4429";"45";"29";"50"
"4430";"45";"30";"60"
"4431";"45";"31";"53"
"4432";"45";"32";"64"
"4433";"45";"33";"45"
"4434";"45";"34";"64"
"4435";"45";"35";"42"
"4436";"45";"36";"76"
"4437";"45";"37";"59"
"4438";"45";"38";"77"
"4439";"45";"39";"84"
"4440";"45";"40";"44"
"4441";"45";"41";"97"
"4442";"45";"42";"62"
"4443";"45";"43";"44"
"4444";"45";"44";"65"
"4445";"45";"45";"46"
"4446";"45";"46";"43"
"4447";"45";"47";"49"
"4448";"45";"48";"91"
"4449";"45";"49";"60"
"4450";"45";"50";"49"
"4451";"45";"51";"14"
"4452";"45";"52";"80"
"4453";"45";"53";"66"
"4454";"45";"54";"28"
"4455";"45";"55";"80"
"4456";"45";"56";"66"
"4457";"45";"57";"20"
"4458";"45";"58";"26"
"4459";"45";"59";"93"
"4460";"45";"60";"51"
"4461";"45";"61";"62"
"4462";"45";"62";"42"
"4463";"45";"63";"66"
"4464";"45";"64";"42"
"4465";"45";"65";"15"
"4466";"45";"66";"68"
"4467";"45";"67";"73"
"4468";"45";"68";"97"
"4469";"45";"69";"41"
"4470";"45";"70";"67"
"4471";"45";"71";"44"
"4472";"45";"72";"59"
"4473";"45";"73";"27"
"4474";"45";"74";"85"
"4475";"45";"75";"41"
"4476";"45";"76";"41"
"4477";"45";"77";"100"
"4478";"45";"78";"22"
"4479";"45";"79";"31"
"4480";"45";"80";"60"
"4481";"45";"81";"95"
"4482";"45";"82";"80"
"4483";"45";"83";"34"
"4484";"45";"84";"96"
"4485";"45";"85";"67"
"4486";"45";"86";"86"
"4487";"45";"87";"61"
"4488";"45";"88";"56"
"4489";"45";"89";"74"
"4490";"45";"90";"40"
"4491";"45";"91";"27"
"4492";"45";"92";"71"
"4493";"45";"93";"56"
"4494";"45";"94";"31"
"4495";"45";"95";"39"
"4496";"45";"96";"40"
"4497";"45";"97";"26"
"4498";"45";"98";"79"
"4499";"45";"99";"18"
"4500";"45";"100";"71"
"4501";"46";"1";"65"
"4502";"46";"2";"100"
"4503";"46";"3";"1"
"4504";"46";"4";"77"
"4505";"46";"5";"69"
"4506";"46";"6";"59"
"4507";"46";"7";"100"
"4508";"46";"8";"90"
"4509";"46";"9";"32"
"4510";"46";"10";"55"
"4511";"46";"11";"72"
"4512";"46";"12";"70"
"4513";"46";"13";"47"
"4514";"46";"14";"55"
"4515";"46";"15";"51"
"4516";"46";"16";"98"
"4517";"46";"17";"78"
"4518";"46";"18";"43"
"4519";"46";"19";"75"
"4520";"46";"20";"24"
"4521";"46";"21";"37"
"4522";"46";"22";"98"
"4523";"46";"23";"36"
"4524";"46";"24";"38"
"4525";"46";"25";"62"
"4526";"46";"26";"65"
"4527";"46";"27";"70"
"4528";"46";"28";"74"
"4529";"46";"29";"54"
"4530";"46";"30";"50"
"4531";"46";"31";"66"
"4532";"46";"32";"78"
"4533";"46";"33";"27"
"4534";"46";"34";"90"
"4535";"46";"35";"69"
"4536";"46";"36";"45"
"4537";"46";"37";"95"
"4538";"46";"38";"28"
"4539";"46";"39";"99"
"4540";"46";"40";"54"
"4541";"46";"41";"10"
"4542";"46";"42";"80"
"4543";"46";"43";"95"
"4544";"46";"44";"10"
"4545";"46";"45";"71"
"4546";"46";"46";"94"
"4547";"46";"47";"13"
"4548";"46";"48";"76"
"4549";"46";"49";"83"
"4550";"46";"50";"91"
"4551";"46";"51";"90"
"4552";"46";"52";"90"
"4553";"46";"53";"31"
"4554";"46";"54";"54"
"4555";"46";"55";"65"
"4556";"46";"56";"45"
"4557";"46";"57";"63"
"4558";"46";"58";"77"
"4559";"46";"59";"40"
"4560";"46";"60";"27"
"4561";"46";"61";"46"
"4562";"46";"62";"18"
"4563";"46";"63";"15"
"4564";"46";"64";"19"
"4565";"46";"65";"90"
"4566";"46";"66";"35"
"4567";"46";"67";"94"
"4568";"46";"68";"68"
"4569";"46";"69";"64"
"4570";"46";"70";"97"
"4571";"46";"71";"47"
"4572";"46";"72";"60"
"4573";"46";"73";"51"
"4574";"46";"74";"16"
"4575";"46";"75";"74"
"4576";"46";"76";"79"
"4577";"46";"77";"35"
"4578";"46";"78";"64"
"4579";"46";"79";"73"
"4580";"46";"80";"46"
"4581";"46";"81";"63"
"4582";"46";"82";"16"
"4583";"46";"83";"71"
"4584";"46";"84";"20"
"4585";"46";"85";"69"
"4586";"46";"86";"42"
"4587";"46";"87";"97"
"4588";"46";"88";"52"
"4589";"46";"89";"32"
"4590";"46";"90";"76"
"4591";"46";"91";"96"
"4592";"46";"92";"41"
"4593";"46";"93";"83"
"4594";"46";"94";"75"
"4595";"46";"95";"41"
"4596";"46";"96";"91"
"4597";"46";"97";"98"
"4598";"46";"98";"70"
"4599";"46";"99";"37"
"4600";"46";"100";"29"
"4601";"47";"1";"61"
"4602";"47";"2";"49"
"4603";"47";"3";"4"
"4604";"47";"4";"18"
"4605";"47";"5";"63"
"4606";"47";"6";"90"
"4607";"47";"7";"0"
"4608";"47";"8";"42"
"4609";"47";"9";"53"
"4610";"47";"10";"28"
"4611";"47";"11";"67"
"4612";"47";"12";"25"
"4613";"47";"13";"48"
"4614";"47";"14";"16"
"4615";"47";"15";"70"
"4616";"47";"16";"55"
"4617";"47";"17";"91"
"4618";"47";"18";"11"
"4619";"47";"19";"70"
"4620";"47";"20";"15"
"4621";"47";"21";"76"
"4622";"47";"22";"16"
"4623";"47";"23";"13"
"4624";"47";"24";"55"
"4625";"47";"25";"25"
"4626";"47";"26";"66"
"4627";"47";"27";"90"
"4628";"47";"28";"98"
"4629";"47";"29";"66"
"4630";"47";"30";"78"
"4631";"47";"31";"52"
"4632";"47";"32";"90"
"4633";"47";"33";"26"
"4634";"47";"34";"37"
"4635";"47";"35";"63"
"4636";"47";"36";"34"
"4637";"47";"37";"87"
"4638";"47";"38";"68"
"4639";"47";"39";"83"
"4640";"47";"40";"42"
"4641";"47";"41";"80"
"4642";"47";"42";"29"
"4643";"47";"43";"91"
"4644";"47";"44";"35"
"4645";"47";"45";"89"
"4646";"47";"46";"31"
"4647";"47";"47";"22"
"4648";"47";"48";"33"
"4649";"47";"49";"80"
"4650";"47";"50";"80"
"4651";"47";"51";"87"
"4652";"47";"52";"68"
"4653";"47";"53";"19"
"4654";"47";"54";"79"
"4655";"47";"55";"25"
"4656";"47";"56";"91"
"4657";"47";"57";"78"
"4658";"47";"58";"64"
"4659";"47";"59";"72"
"4660";"47";"60";"63"
"4661";"47";"61";"70"
"4662";"47";"62";"26"
"4663";"47";"63";"26"
"4664";"47";"64";"36"
"4665";"47";"65";"25"
"4666";"47";"66";"37"
"4667";"47";"67";"19"
"4668";"47";"68";"98"
"4669";"47";"69";"10"
"4670";"47";"70";"87"
"4671";"47";"71";"78"
"4672";"47";"72";"41"
"4673";"47";"73";"83"
"4674";"47";"74";"68"
"4675";"47";"75";"55"
"4676";"47";"76";"36"
"4677";"47";"77";"60"
"4678";"47";"78";"55"
"4679";"47";"79";"35"
"4680";"47";"80";"92"
"4681";"47";"81";"81"
"4682";"47";"82";"72"
"4683";"47";"83";"40"
"4684";"47";"84";"100"
"4685";"47";"85";"70"
"4686";"47";"86";"83"
"4687";"47";"87";"55"
"4688";"47";"88";"88"
"4689";"47";"89";"96"
"4690";"47";"90";"23"
"4691";"47";"91";"34"
"4692";"47";"92";"14"
"4693";"47";"93";"49"
"4694";"47";"94";"95"
"4695";"47";"95";"34"
"4696";"47";"96";"80"
"4697";"47";"97";"46"
"4698";"47";"98";"11"
"4699";"47";"99";"41"
"4700";"47";"100";"81"
"4701";"48";"1";"68"
"4702";"48";"2";"12"
"4703";"48";"3";"2"
"4704";"48";"4";"57"
"4705";"48";"5";"37"
"4706";"48";"6";"14"
"4707";"48";"7";"74"
"4708";"48";"8";"57"
"4709";"48";"9";"83"
"4710";"48";"10";"53"
"4711";"48";"11";"52"
"4712";"48";"12";"83"
"4713";"48";"13";"90"
"4714";"48";"14";"10"
"4715";"48";"15";"76"
"4716";"48";"16";"15"
"4717";"48";"17";"63"
"4718";"48";"18";"45"
"4719";"48";"19";"50"
"4720";"48";"20";"45"
"4721";"48";"21";"97"
"4722";"48";"22";"81"
"4723";"48";"23";"73"
"4724";"48";"24";"40"
"4725";"48";"25";"35"
"4726";"48";"26";"46"
"4727";"48";"27";"64"
"4728";"48";"28";"73"
"4729";"48";"29";"21"
"4730";"48";"30";"84"
"4731";"48";"31";"18"
"4732";"48";"32";"12"
"4733";"48";"33";"100"
"4734";"48";"34";"68"
"4735";"48";"35";"44"
"4736";"48";"36";"11"
"4737";"48";"37";"20"
"4738";"48";"38";"25"
"4739";"48";"39";"13"
"4740";"48";"40";"13"
"4741";"48";"41";"100"
"4742";"48";"42";"38"
"4743";"48";"43";"55"
"4744";"48";"44";"44"
"4745";"48";"45";"98"
"4746";"48";"46";"91"
"4747";"48";"47";"36"
"4748";"48";"48";"46"
"4749";"48";"49";"68"
"4750";"48";"50";"37"
"4751";"48";"51";"81"
"4752";"48";"52";"46"
"4753";"48";"53";"56"
"4754";"48";"54";"78"
"4755";"48";"55";"99"
"4756";"48";"56";"91"
"4757";"48";"57";"25"
"4758";"48";"58";"19"
"4759";"48";"59";"45"
"4760";"48";"60";"61"
"4761";"48";"61";"85"
"4762";"48";"62";"15"
"4763";"48";"63";"44"
"4764";"48";"64";"49"
