"delivery_id";"letter_id";"warehouse_id";"delivery_status";"send_date";"delivery_date"
"1160";"1160";"6";"доставлен";"2024-12-31";"2024-12-31"
"1161";"1161";"85";"доставлен";"2024-12-24";"2024-12-30"
"1162";"1162";"77";"доставлен";"2024-12-15";"2024-12-17"
"1163";"1163";"31";"доставляется";"2024-12-28";NULL
"1164";"1164";"40";"доставлен";"2024-12-12";"2024-12-14"
"1165";"1165";"119";"доставляется";"2024-12-04";NULL
"1166";"1166";"10";"сборка";NULL;NULL
"1167";"1167";"25";"доставляется";"2024-12-31";NULL
"1168";"1168";"45";"сборка";NULL;NULL
"1169";"1169";"56";"доставлен";"2024-12-05";"2024-12-06"
"1170";"1170";"121";"доставлен";"2024-12-14";"2024-12-20"
"1171";"1171";"16";"доставляется";"2024-12-25";NULL
"1172";"1172";"41";"доставляется";"2024-12-30";NULL
"1173";"1173";"48";"сборка";NULL;NULL
"1174";"1174";"107";"сборка";NULL;NULL
"1175";"1175";"113";"доставляется";"2024-12-08";NULL
"1176";"1176";"4";"сборка";NULL;NULL
"1177";"1177";"15";"доставлен";"2024-12-04";"2024-12-07"
"1178";"1178";"99";"доставляется";"2024-12-22";NULL
"1179";"1179";"148";"доставляется";"2024-12-28";NULL
"1180";"1180";"55";"доставляется";"2024-12-12";NULL
"1181";"1181";"6";"доставлен";"2024-12-05";"2024-12-06"
"1182";"1182";"57";"доставлен";"2024-12-10";"2024-12-14"
"1183";"1183";"88";"доставлен";"2024-12-17";"2024-12-19"
"1184";"1184";"82";"сборка";NULL;NULL
"1185";"1185";"77";"доставляется";"2024-12-14";NULL
"1186";"1186";"14";"доставлен";"2024-12-02";"2024-12-10"
"1187";"1187";"41";"доставлен";"2024-12-02";"2024-12-03"
"1188";"1188";"75";"доставлен";"2024-12-19";"2024-12-20"
"1189";"1189";"128";"сборка";NULL;NULL
"1190";"1190";"98";"сборка";NULL;NULL
"1191";"1191";"6";"доставляется";"2024-12-06";NULL
"1192";"1192";"61";"сборка";NULL;NULL
"1193";"1193";"17";"сборка";NULL;NULL
"1194";"1194";"27";"сборка";NULL;NULL
"1195";"1195";"2";"доставляется";"2024-12-22";NULL
"1196";"1196";"25";"сборка";NULL;NULL
"1197";"1197";"41";"доставлен";"2024-12-31";"2024-12-31"
"1198";"1198";"132";"доставлен";"2024-12-01";"2024-12-09"
"1199";"1199";"9";"доставлен";"2024-12-18";"2024-12-23"
"1200";"1200";"88";"доставляется";"2024-12-02";NULL
"1201";"1201";"118";"доставляется";"2024-12-24";NULL
"1202";"1202";"112";"доставляется";"2024-12-22";NULL
"1203";"1203";"43";"доставлен";"2024-12-12";"2024-12-16"
"1204";"1204";"91";"сборка";NULL;NULL
"1205";"1205";"86";"доставлен";"2024-12-17";"2024-12-18"
"1206";"1206";"34";"доставляется";"2024-12-12";NULL
"1207";"1207";"80";"сборка";NULL;NULL
"1208";"1208";"74";"сборка";NULL;NULL
"1209";"1209";"128";"сборка";NULL;NULL
"1210";"1210";"125";"доставляется";"2024-12-05";NULL
"1211";"1211";"50";"сборка";NULL;NULL
"1212";"1212";"11";"доставлен";"2024-12-30";"2024-12-31"
"1213";"1213";"46";"сборка";NULL;NULL
"1214";"1214";"88";"доставлен";"2024-12-27";"2024-12-29"
"1215";"1215";"136";"доставляется";"2024-12-22";NULL
"1216";"1216";"24";"доставлен";"2024-12-09";"2024-12-14"
"1217";"1217";"90";"доставляется";"2024-12-16";NULL
"1218";"1218";"84";"доставлен";"2024-12-14";"2024-12-22"
"1219";"1219";"99";"доставляется";"2024-12-06";NULL
"1220";"1220";"80";"сборка";NULL;NULL
"1221";"1221";"87";"доставляется";"2024-12-13";NULL
"1222";"1222";"88";"сборка";NULL;NULL
"1223";"1223";"37";"доставляется";"2024-12-06";NULL
"1224";"1224";"65";"доставлен";"2024-12-29";"2024-12-31"
"1225";"1225";"33";"доставляется";"2024-12-02";NULL
"1226";"1226";"46";"доставляется";"2024-12-04";NULL
"1227";"1227";"48";"доставляется";"2024-12-20";NULL
"1228";"1228";"137";"доставляется";"2024-12-30";NULL
"1229";"1229";"133";"сборка";NULL;NULL
"1230";"1230";"119";"сборка";NULL;NULL
"1231";"1231";"35";"доставляется";"2024-12-12";NULL
"1232";"1232";"38";"доставлен";"2024-12-30";"2024-12-31"
"1233";"1233";"50";"сборка";NULL;NULL
"1234";"1234";"137";"доставлен";"2024-12-07";"2024-12-14"
"1235";"1235";"54";"сборка";NULL;NULL
"1236";"1236";"141";"доставлен";"2024-12-04";"2024-12-07"
"1237";"1237";"81";"доставлен";"2024-12-09";"2024-12-12"
"1238";"1238";"149";"доставляется";"2024-12-08";NULL
"1239";"1239";"9";"доставлен";"2024-12-14";"2024-12-22"
"1240";"1240";"91";"доставлен";"2024-12-20";"2024-12-26"
"1241";"1241";"129";"сборка";NULL;NULL
"1242";"1242";"40";"доставляется";"2024-12-27";NULL
"1243";"1243";"49";"сборка";NULL;NULL
"1244";"1244";"72";"доставляется";"2024-12-19";NULL
"1245";"1245";"144";"сборка";NULL;NULL
"1246";"1246";"100";"доставлен";"2024-12-11";"2024-12-16"
"1247";"1247";"80";"доставлен";"2024-12-02";"2024-12-04"
"1248";"1248";"35";"доставлен";"2024-12-15";"2024-12-23"
"1249";"1249";"53";"доставляется";"2024-12-13";NULL
"1250";"1250";"27";"сборка";NULL;NULL
"1251";"1251";"110";"доставлен";"2024-12-31";"2024-12-31"
"1252";"1252";"68";"доставляется";"2024-12-23";NULL
"1253";"1253";"33";"доставлен";"2024-12-31";"2024-12-31"
"1254";"1254";"122";"сборка";NULL;NULL
"1255";"1255";"150";"доставлен";"2024-12-06";"2024-12-09"
"1256";"1256";"117";"сборка";NULL;NULL
"1257";"1257";"17";"доставлен";"2024-12-12";"2024-12-17"
"1258";"1258";"93";"доставляется";"2024-12-16";NULL
"1259";"1259";"68";"сборка";NULL;NULL
"1260";"1260";"113";"доставлен";"2024-12-26";"2024-12-28"
"1261";"1261";"94";"сборка";NULL;NULL
"1262";"1262";"150";"сборка";NULL;NULL
"1263";"1263";"16";"сборка";NULL;NULL
"1264";"1264";"130";"доставлен";"2024-12-12";"2024-12-14"
"1265";"1265";"145";"сборка";NULL;NULL
"1266";"1266";"93";"доставляется";"2024-12-30";NULL
"1267";"1267";"114";"сборка";NULL;NULL
"1268";"1268";"110";"доставляется";"2024-12-19";NULL
"1269";"1269";"64";"сборка";NULL;NULL
"1270";"1270";"27";"сборка";NULL;NULL
"1271";"1271";"93";"доставляется";"2024-12-18";NULL
"1272";"1272";"124";"доставлен";"2024-12-25";"2024-12-29"
"1273";"1273";"126";"сборка";NULL;NULL
"1274";"1274";"62";"доставлен";"2024-12-11";"2024-12-13"
"1275";"1275";"1";"сборка";NULL;NULL
"1276";"1276";"106";"сборка";NULL;NULL
"1277";"1277";"106";"доставлен";"2024-12-26";"2024-12-29"
"1278";"1278";"93";"сборка";NULL;NULL
"1279";"1279";"65";"доставлен";"2024-12-02";"2024-12-04"
"1280";"1280";"49";"доставлен";"2024-12-24";"2024-12-28"
"1281";"1281";"13";"доставляется";"2024-12-15";NULL
"1282";"1282";"2";"доставлен";"2024-12-30";"2024-12-31"
"1283";"1283";"92";"доставлен";"2024-12-02";"2024-12-09"
"1284";"1284";"105";"сборка";NULL;NULL
"1285";"1285";"18";"сборка";NULL;NULL
"1286";"1286";"10";"доставлен";"2024-12-30";"2024-12-31"
"1287";"1287";"44";"доставляется";"2024-12-25";NULL
"1288";"1288";"53";"доставляется";"2024-12-15";NULL
"1289";"1289";"49";"отменен";NULL;NULL
"1290";"1290";"15";"сборка";NULL;NULL
"1291";"1291";"16";"доставлен";"2024-12-01";"2024-12-02"
"1292";"1292";"150";"доставляется";"2024-12-07";NULL
"1293";"1293";"43";"сборка";NULL;NULL
"1294";"1294";"135";"доставлен";"2024-12-15";"2024-12-22"
"1295";"1295";"43";"сборка";NULL;NULL
"1296";"1296";"124";"сборка";NULL;NULL
"1297";"1297";"64";"доставляется";"2024-12-05";NULL
"1298";"1298";"61";"сборка";NULL;NULL
"1299";"1299";"141";"доставляется";"2024-12-20";NULL
"1300";"1300";"132";"доставлен";"2024-12-26";"2024-12-31"
"1301";"1301";"30";"сборка";NULL;NULL
"1302";"1302";"40";"доставляется";"2024-12-03";NULL
"1303";"1303";"26";"доставляется";"2024-12-17";NULL
"1304";"1304";"2";"доставлен";"2024-12-29";"2024-12-31"
"1305";"1305";"148";"доставляется";"2024-12-28";NULL
"1306";"1306";"49";"доставлен";"2024-12-30";"2024-12-31"
"1307";"1307";"1";"доставлен";"2024-12-25";"2024-12-31"
"1308";"1308";"60";"доставляется";"2024-12-22";NULL
"1309";"1309";"109";"сборка";NULL;NULL
"1310";"1310";"150";"доставлен";"2024-12-21";"2024-12-24"
"1311";"1311";"101";"доставляется";"2024-12-14";NULL
"1312";"1312";"52";"доставлен";"2024-12-09";"2024-12-13"
"1313";"1313";"41";"доставляется";"2024-12-12";NULL
"1314";"1314";"137";"доставлен";"2024-12-28";"2024-12-31"
"1315";"1315";"28";"доставлен";"2024-12-02";"2024-12-04"
"1316";"1316";"137";"сборка";NULL;NULL
"1317";"1317";"49";"сборка";NULL;NULL
"1318";"1318";"108";"доставляется";"2024-12-28";NULL
"1319";"1319";"96";"доставляется";"2024-12-30";NULL
"1320";"1320";"80";"доставлен";"2024-12-16";"2024-12-19"
"1321";"1321";"2";"доставлен";"2024-12-06";"2024-12-13"
"1322";"1322";"90";"доставляется";"2024-12-17";NULL
"1323";"1323";"12";"сборка";NULL;NULL
"1324";"1324";"78";"доставляется";"2024-12-24";NULL
"1325";"1325";"6";"доставляется";"2024-12-01";NULL
"1326";"1326";"33";"доставлен";"2024-12-29";"2024-12-31"
"1327";"1327";"66";"доставляется";"2024-12-22";NULL
"1328";"1328";"31";"сборка";NULL;NULL
"1329";"1329";"10";"доставлен";"2024-12-17";"2024-12-18"
"1330";"1330";"145";"доставлен";"2024-12-02";"2024-12-04"
"1331";"1331";"45";"доставлен";"2024-12-20";"2024-12-24"
"1332";"1332";"112";"сборка";NULL;NULL
"1333";"1333";"46";"отменен";NULL;NULL
"1334";"1334";"16";"доставлен";"2024-12-21";"2024-12-27"
"1335";"1335";"15";"доставлен";"2024-12-07";"2024-12-11"
"1336";"1336";"105";"сборка";NULL;NULL
"1337";"1337";"130";"доставляется";"2024-12-02";NULL
"1338";"1338";"90";"сборка";NULL;NULL
"1339";"1339";"137";"сборка";NULL;NULL
"1340";"1340";"63";"доставлен";"2024-12-21";"2024-12-28"
"1341";"1341";"53";"сборка";NULL;NULL
"1342";"1342";"3";"доставляется";"2024-12-28";NULL
"1343";"1343";"85";"доставлен";"2024-12-15";"2024-12-18"
"1344";"1344";"3";"доставляется";"2024-12-07";NULL
"1345";"1345";"149";"сборка";NULL;NULL
"1346";"1346";"8";"сборка";NULL;NULL
"1347";"1347";"64";"доставляется";"2024-12-24";NULL
"1348";"1348";"93";"сборка";NULL;NULL
"1349";"1349";"147";"сборка";NULL;NULL
"1350";"1350";"16";"сборка";NULL;NULL
"1351";"1351";"125";"доставлен";"2024-12-06";"2024-12-11"
"1352";"1352";"106";"доставляется";"2024-12-14";NULL
"1353";"1353";"13";"доставлен";"2024-12-03";"2024-12-10"
"1354";"1354";"31";"сборка";NULL;NULL
"1355";"1355";"56";"доставлен";"2024-12-11";"2024-12-19"
"1356";"1356";"18";"доставляется";"2024-12-29";NULL
"1357";"1357";"4";"сборка";NULL;NULL
"1358";"1358";"3";"сборка";NULL;NULL
"1359";"1359";"76";"сборка";NULL;NULL
"1360";"1360";"105";"сборка";NULL;NULL
"1361";"1361";"99";"доставлен";"2024-12-28";"2024-12-31"
"1362";"1362";"30";"доставляется";"2024-12-24";NULL
"1363";"1363";"31";"сборка";NULL;NULL
"1364";"1364";"32";"доставлен";"2024-12-19";"2024-12-20"
"1365";"1365";"74";"сборка";NULL;NULL
"1366";"1366";"145";"сборка";NULL;NULL
"1367";"1367";"72";"доставляется";"2024-12-28";NULL
"1368";"1368";"138";"доставляется";"2024-12-14";NULL
"1369";"1369";"25";"доставлен";"2024-12-04";"2024-12-05"
"1370";"1370";"78";"доставляется";"2024-12-11";NULL
"1371";"1371";"118";"доставлен";"2024-12-15";"2024-12-21"
"1372";"1372";"131";"доставляется";"2024-12-10";NULL
"1373";"1373";"114";"доставлен";"2024-12-12";"2024-12-14"
"1374";"1374";"91";"сборка";NULL;NULL
"1375";"1375";"19";"сборка";NULL;NULL
"1376";"1376";"115";"доставляется";"2024-12-18";NULL
"1377";"1377";"119";"доставлен";"2024-12-24";"2024-12-26"
"1378";"1378";"79";"доставлен";"2024-12-08";"2024-12-16"
"1379";"1379";"56";"доставлен";"2024-12-19";"2024-12-22"
"1380";"1380";"78";"доставляется";"2024-12-20";NULL
"1381";"1381";"93";"сборка";NULL;NULL
"1382";"1382";"134";"доставлен";"2024-12-04";"2024-12-05"
"1383";"1383";"47";"доставлен";"2024-12-14";"2024-12-18"
"1384";"1384";"130";"доставляется";"2024-12-10";NULL
"1385";"1385";"50";"доставляется";"2024-12-09";NULL
"1386";"1386";"20";"сборка";NULL;NULL
"1387";"1387";"73";"доставляется";"2024-12-14";NULL
"1388";"1388";"139";"доставляется";"2024-12-14";NULL
"1389";"1389";"2";"доставляется";"2024-12-30";NULL
"1390";"1390";"136";"сборка";NULL;NULL
"1391";"1391";"10";"сборка";NULL;NULL
"1392";"1392";"2";"доставляется";"2024-12-10";NULL
"1393";"1393";"36";"доставляется";"2024-12-22";NULL
"1394";"1394";"125";"доставлен";"2024-12-13";"2024-12-18"
"1395";"1395";"88";"доставляется";"2024-12-18";NULL
"1396";"1396";"109";"доставлен";"2024-12-27";"2024-12-31"
"1397";"1397";"25";"доставляется";"2024-12-09";NULL
"1398";"1398";"138";"доставляется";"2024-12-13";NULL
"1399";"1399";"48";"доставляется";"2024-12-25";NULL
"1400";"1400";"33";"доставлен";"2024-12-15";"2024-12-16"
"1401";"1401";"114";"доставлен";"2024-12-29";"2024-12-30"
"1402";"1402";"91";"сборка";NULL;NULL
"1403";"1403";"6";"доставляется";"2024-12-02";NULL
"1404";"1404";"20";"доставлен";"2024-12-14";"2024-12-21"
"1405";"1405";"147";"сборка";NULL;NULL
"1406";"1406";"124";"отменен";NULL;NULL
"1407";"1407";"136";"доставлен";"2024-12-13";"2024-12-21"
"1408";"1408";"87";"доставлен";"2024-12-18";"2024-12-22"
"1409";"1409";"91";"доставлен";"2024-12-05";"2024-12-12"
"1410";"1410";"37";"доставляется";"2024-12-25";NULL
"1411";"1411";"26";"сборка";NULL;NULL
"1412";"1412";"115";"доставляется";"2024-12-04";NULL
"1413";"1413";"147";"доставлен";"2024-12-16";"2024-12-22"
"1414";"1414";"138";"сборка";NULL;NULL
"1415";"1415";"139";"доставлен";"2024-12-03";"2024-12-06"
"1416";"1416";"113";"сборка";NULL;NULL
"1417";"1417";"19";"сборка";NULL;NULL
"1418";"1418";"136";"доставляется";"2024-12-17";NULL
"1419";"1419";"147";"сборка";NULL;NULL
"1420";"1420";"50";"доставляется";"2024-12-31";NULL
"1421";"1421";"39";"доставлен";"2024-12-30";"2024-12-31"
"1422";"1422";"107";"доставлен";"2024-12-19";"2024-12-26"
"1423";"1423";"82";"сборка";NULL;NULL
"1424";"1424";"64";"сборка";NULL;NULL
"1425";"1425";"91";"доставляется";"2024-12-23";NULL
"1426";"1426";"83";"сборка";NULL;NULL
"1427";"1427";"91";"сборка";NULL;NULL
"1428";"1428";"77";"доставлен";"2024-12-02";"2024-12-09"
"1429";"1429";"127";"доставлен";"2024-12-16";"2024-12-22"
"1430";"1430";"54";"доставляется";"2024-12-05";NULL
"1431";"1431";"83";"доставляется";"2024-12-09";NULL
"1432";"1432";"3";"сборка";NULL;NULL
"1433";"1433";"16";"сборка";NULL;NULL
"1434";"1434";"124";"сборка";NULL;NULL
"1435";"1435";"59";"доставляется";"2024-12-03";NULL
"1436";"1436";"79";"доставляется";"2024-12-12";NULL
"1437";"1437";"119";"доставляется";"2024-12-20";NULL
"1438";"1438";"114";"сборка";NULL;NULL
"1439";"1439";"97";"сборка";NULL;NULL
"1440";"1440";"37";"доставляется";"2024-12-26";NULL
"1441";"1441";"31";"доставлен";"2024-12-24";"2024-12-31"
"1442";"1442";"41";"доставляется";"2024-12-01";NULL
"1443";"1443";"104";"доставлен";"2024-12-24";"2024-12-29"
"1444";"1444";"48";"доставлен";"2024-12-05";"2024-12-08"
"1445";"1445";"74";"доставлен";"2024-12-02";"2024-12-08"
"1446";"1446";"92";"доставлен";"2024-12-17";"2024-12-19"
"1447";"1447";"8";"доставлен";"2024-12-26";"2024-12-31"
"1448";"1448";"40";"доставлен";"2024-12-11";"2024-12-18"
"1449";"1449";"138";"сборка";NULL;NULL
"1450";"1450";"114";"сборка";NULL;NULL
"1451";"1451";"13";"сборка";NULL;NULL
"1452";"1452";"33";"доставлен";"2024-12-16";"2024-12-17"
"1453";"1453";"79";"доставляется";"2024-12-05";NULL
"1454";"1454";"108";"доставляется";"2024-12-02";NULL
"1455";"1455";"55";"сборка";NULL;NULL
"1456";"1456";"105";"сборка";NULL;NULL
"1457";"1457";"91";"доставлен";"2024-12-05";"2024-12-09"
"1458";"1458";"141";"доставлен";"2024-12-18";"2024-12-23"
"1459";"1459";"103";"доставлен";"2024-12-29";"2024-12-31"
"1460";"1460";"117";"доставляется";"2024-12-29";NULL
"1461";"1461";"112";"сборка";NULL;NULL
"1462";"1462";"45";"доставляется";"2024-12-01";NULL
"1463";"1463";"27";"доставляется";"2024-12-09";NULL
"1464";"1464";"88";"доставлен";"2024-12-26";"2024-12-29"
"1465";"1465";"28";"доставляется";"2024-12-11";NULL
"1466";"1466";"65";"отменен";NULL;NULL
"1467";"1467";"113";"доставлен";"2024-12-19";"2024-12-26"
"1468";"1468";"93";"доставляется";"2024-12-27";NULL
"1469";"1469";"33";"доставляется";"2024-12-17";NULL
"1470";"1470";"99";"доставляется";"2024-12-09";NULL
"1471";"1471";"110";"доставляется";"2024-12-24";NULL
"1472";"1472";"39";"доставляется";"2024-12-03";NULL
"1473";"1473";"52";"доставлен";"2024-12-21";"2024-12-28"
"1474";"1474";"62";"доставляется";"2024-12-13";NULL
"1475";"1475";"98";"доставляется";"2024-12-30";NULL
"1476";"1476";"11";"доставляется";"2024-12-06";NULL
"1477";"1477";"28";"сборка";NULL;NULL
"1478";"1478";"63";"доставляется";"2024-12-26";NULL
"1479";"1479";"57";"доставлен";"2024-12-20";"2024-12-27"
"1480";"1480";"148";"сборка";NULL;NULL
"1481";"1481";"140";"доставлен";"2024-12-12";"2024-12-17"
"1482";"1482";"98";"доставлен";"2024-12-14";"2024-12-15"
"1483";"1483";"34";"доставляется";"2024-12-07";NULL
"1484";"1484";"149";"сборка";NULL;NULL
"1485";"1485";"86";"доставлен";"2024-12-26";"2024-12-27"
"1486";"1486";"86";"сборка";NULL;NULL
"1487";"1487";"111";"доставлен";"2024-12-03";"2024-12-04"
"1488";"1488";"48";"сборка";NULL;NULL
"1489";"1489";"137";"доставляется";"2024-12-18";NULL
"1490";"1490";"75";"сборка";NULL;NULL
"1491";"1491";"32";"доставлен";"2024-12-17";"2024-12-20"
"1492";"1492";"27";"доставляется";"2024-12-12";NULL
"1493";"1493";"25";"доставлен";"2024-12-19";"2024-12-21"
"1494";"1494";"8";"сборка";NULL;NULL
"1495";"1495";"44";"доставляется";"2024-12-24";NULL
"1496";"1496";"102";"сборка";NULL;NULL
"1497";"1497";"80";"доставлен";"2024-12-07";"2024-12-12"
"1498";"1498";"49";"доставляется";"2024-12-17";NULL
"1499";"1499";"35";"доставляется";"2024-12-07";NULL
"1500";"1500";"28";"доставляется";"2024-12-18";NULL
"1501";"1501";"69";"доставлен";"2024-12-17";"2024-12-21"
"1502";"1502";"83";"сборка";NULL;NULL
"1503";"1503";"149";"доставлен";"2024-12-11";"2024-12-17"
"1504";"1504";"78";"доставляется";"2024-12-14";NULL
"1505";"1505";"42";"доставляется";"2024-12-04";NULL
"1506";"1506";"138";"доставлен";"2024-12-07";"2024-12-13"
"1507";"1507";"141";"доставляется";"2024-12-11";NULL
"1508";"1508";"42";"доставлен";"2024-12-17";"2024-12-19"
"1509";"1509";"98";"сборка";NULL;NULL
"1510";"1510";"150";"доставляется";"2024-12-03";NULL
"1511";"1511";"25";"доставлен";"2024-12-25";"2024-12-27"
"1512";"1512";"31";"сборка";NULL;NULL
"1513";"1513";"30";"сборка";NULL;NULL
"1514";"1514";"12";"доставлен";"2024-12-26";"2024-12-27"
"1515";"1515";"125";"сборка";NULL;NULL
"1516";"1516";"108";"доставлен";"2024-12-08";"2024-12-11"
"1517";"1517";"137";"доставлен";"2024-12-03";"2024-12-08"
"1518";"1518";"90";"доставляется";"2024-12-16";NULL
"1519";"1519";"45";"сборка";NULL;NULL
"1520";"1520";"124";"сборка";NULL;NULL
"1521";"1521";"18";"доставлен";"2024-12-13";"2024-12-14"
"1522";"1522";"132";"доставлен";"2024-12-19";"2024-12-21"
"1523";"1523";"135";"доставляется";"2024-12-27";NULL
"1524";"1524";"119";"доставлен";"2024-12-06";"2024-12-10"
"1525";"1525";"60";"сборка";NULL;NULL
"1526";"1526";"57";"доставлен";"2024-12-02";"2024-12-03"
"1527";"1527";"108";"сборка";NULL;NULL
"1528";"1528";"108";"доставлен";"2024-12-26";"2024-12-28"
"1529";"1529";"79";"сборка";NULL;NULL
"1530";"1530";"135";"сборка";NULL;NULL
"1531";"1531";"45";"доставляется";"2024-12-08";NULL
"1532";"1532";"74";"сборка";NULL;NULL
"1533";"1533";"60";"сборка";NULL;NULL
"1534";"1534";"81";"доставляется";"2024-12-04";NULL
"1535";"1535";"145";"сборка";NULL;NULL
"1536";"1536";"13";"сборка";NULL;NULL
"1537";"1537";"49";"сборка";NULL;NULL
"1538";"1538";"54";"сборка";NULL;NULL
"1539";"1539";"22";"сборка";NULL;NULL
"1540";"1540";"18";"доставляется";"2024-12-11";NULL
"1541";"1541";"16";"доставляется";"2024-12-14";NULL
"1542";"1542";"50";"доставлен";"2024-12-14";"2024-12-15"
"1543";"1543";"91";"сборка";NULL;NULL
"1544";"1544";"125";"доставляется";"2024-12-16";NULL
"1545";"1545";"78";"доставлен";"2024-12-02";"2024-12-10"
"1546";"1546";"80";"доставлен";"2024-12-16";"2024-12-23"
"1547";"1547";"63";"доставляется";"2024-12-13";NULL
"1548";"1548";"123";"доставляется";"2024-12-27";NULL
"1549";"1549";"124";"доставлен";"2024-12-01";"2024-12-08"
"1550";"1550";"28";"доставляется";"2024-12-11";NULL
"1551";"1551";"91";"доставляется";"2024-12-04";NULL
"1552";"1552";"29";"доставлен";"2024-12-01";"2024-12-04"
"1553";"1553";"3";"доставляется";"2024-12-27";NULL
"1554";"1554";"32";"доставляется";"2024-12-17";NULL
"1555";"1555";"62";"сборка";NULL;NULL
"1556";"1556";"132";"доставляется";"2024-12-21";NULL
"1557";"1557";"39";"доставляется";"2024-12-25";NULL
"1558";"1558";"66";"доставляется";"2024-12-21";NULL
"1559";"1559";"53";"сборка";NULL;NULL
"1560";"1560";"122";"сборка";NULL;NULL
"1561";"1561";"121";"доставлен";"2024-12-23";"2024-12-27"
"1562";"1562";"150";"сборка";NULL;NULL
"1563";"1563";"95";"доставлен";"2024-12-13";"2024-12-19"
"1564";"1564";"146";"сборка";NULL;NULL
"1565";"1565";"112";"доставляется";"2024-12-25";NULL
"1566";"1566";"14";"сборка";NULL;NULL
"1567";"1567";"70";"сборка";NULL;NULL
"1568";"1568";"40";"сборка";NULL;NULL
"1569";"1569";"91";"сборка";NULL;NULL
"1570";"1570";"140";"сборка";NULL;NULL
"1571";"1571";"134";"доставлен";"2024-12-10";"2024-12-14"
"1572";"1572";"136";"доставлен";"2024-12-01";"2024-12-02"
"1573";"1573";"135";"доставлен";"2024-12-18";"2024-12-23"
"1574";"1574";"93";"доставлен";"2024-12-05";"2024-12-13"
"1575";"1575";"77";"доставлен";"2024-12-28";"2024-12-31"
"1576";"1576";"148";"доставлен";"2024-12-27";"2024-12-30"
"1577";"1577";"110";"доставлен";"2024-12-26";"2024-12-31"
"1578";"1578";"46";"сборка";NULL;NULL
"1579";"1579";"111";"сборка";NULL;NULL
"1580";"1580";"119";"доставляется";"2024-12-02";NULL
"1581";"1581";"17";"доставлен";"2024-12-25";"2024-12-26"
"1582";"1582";"97";"сборка";NULL;NULL
"1583";"1583";"114";"сборка";NULL;NULL
"1584";"1584";"132";"доставляется";"2024-12-10";NULL
"1585";"1585";"10";"сборка";NULL;NULL
"1586";"1586";"5";"сборка";NULL;NULL
"1587";"1587";"88";"доставлен";"2024-12-17";"2024-12-24"
"1588";"1588";"93";"доставлен";"2024-12-10";"2024-12-13"
"1589";"1589";"12";"сборка";NULL;NULL
"1590";"1590";"136";"доставляется";"2024-12-15";NULL
"1591";"1591";"113";"доставлен";"2024-12-06";"2024-12-09"
"1592";"1592";"48";"доставляется";"2024-12-08";NULL
"1593";"1593";"37";"доставляется";"2024-12-01";NULL
"1594";"1594";"72";"доставляется";"2024-12-22";NULL
"1595";"1595";"37";"доставлен";"2024-12-17";"2024-12-24"
"1596";"1596";"57";"сборка";NULL;NULL
"1597";"1597";"110";"доставлен";"2024-12-08";"2024-12-09"
"1598";"1598";"103";"сборка";NULL;NULL
"1599";"1599";"34";"доставляется";"2024-12-09";NULL
"1600";"1600";"141";"доставлен";"2024-12-05";"2024-12-10"
"1601";"1601";"136";"доставлен";"2024-12-26";"2024-12-31"
"1602";"1602";"10";"доставляется";"2024-12-21";NULL
"1603";"1603";"126";"доставляется";"2024-12-03";NULL
"1604";"1604";"136";"сборка";NULL;NULL
"1605";"1605";"23";"сборка";NULL;NULL
"1606";"1606";"114";"доставляется";"2024-12-11";NULL
"1607";"1607";"132";"сборка";NULL;NULL
"1608";"1608";"109";"сборка";NULL;NULL
"1609";"1609";"46";"сборка";NULL;NULL
"1610";"1610";"118";"доставляется";"2024-12-28";NULL
"1611";"1611";"88";"доставлен";"2024-12-17";"2024-12-20"
"1612";"1612";"86";"доставляется";"2024-12-29";NULL
"1613";"1613";"32";"доставляется";"2024-12-02";NULL
"1614";"1614";"139";"доставлен";"2024-12-22";"2024-12-29"
"1615";"1615";"16";"сборка";NULL;NULL
"1616";"1616";"94";"сборка";NULL;NULL
"1617";"1617";"60";"сборка";NULL;NULL
"1618";"1618";"21";"сборка";NULL;NULL
"1619";"1619";"135";"сборка";NULL;NULL
"1620";"1620";"50";"доставляется";"2024-12-04";NULL
"1621";"1621";"132";"сборка";NULL;NULL
"1622";"1622";"59";"доставлен";"2024-12-26";"2024-12-30"
"1623";"1623";"122";"доставлен";"2024-12-11";"2024-12-12"
"1624";"1624";"98";"сборка";NULL;NULL
"1625";"1625";"76";"доставлен";"2024-12-10";"2024-12-12"
"1626";"1626";"64";"доставлен";"2024-12-01";"2024-12-05"
"1627";"1627";"60";"сборка";NULL;NULL
"1628";"1628";"2";"доставляется";"2024-12-19";NULL
"1629";"1629";"20";"доставлен";"2024-12-25";"2024-12-29"
"1630";"1630";"57";"доставлен";"2024-12-23";"2024-12-31"
"1631";"1631";"41";"доставляется";"2024-12-01";NULL
"1632";"1632";"79";"доставляется";"2024-12-30";NULL
"1633";"1633";"29";"доставлен";"2024-12-04";"2024-12-08"
"1634";"1634";"53";"сборка";NULL;NULL
"1635";"1635";"100";"доставляется";"2024-12-24";NULL
"1636";"1636";"12";"сборка";NULL;NULL
"1637";"1637";"100";"сборка";NULL;NULL
"1638";"1638";"147";"сборка";NULL;NULL
"1639";"1639";"6";"сборка";NULL;NULL
"1640";"1640";"147";"доставлен";"2024-12-21";"2024-12-24"
"1641";"1641";"80";"доставлен";"2024-12-11";"2024-12-17"
